,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
644,645,F56C9.7.1,0.0009664897871347039,0.0316813853788977,1.20805715785794,0.366066381457931,7.136125916892519,0.27996210022886897,0.000995451807171803,0.0995079949181056,0.0119388505107878,0.0995079949181056,WBGene00018951,F56C9.7
125,126,Y34B4A.9,2.20101699046116e-06,0.000369334144677145,1.21446340697423,0.256538844463925,6.91357181264185,0.458640020764146,0.0012090138366381,0.0481501202025264,0.0137974325263874,0.0481501202025264,WBGene00021325,Y34B4A.9
163,164,C36A4.3,6.5007826599653e-06,0.000838085657192965,1.24075890958905,0.275148767811815,5.15540798629432,0.305997432280176,0.00922229465576505,0.027506712053496005,0.0475578386655049,0.0475578386655049,WBGene00014697,cyp-25A3
770,771,F35C5.6,0.001687226881196,0.0461728195966501,1.2546165720658702,0.399509715811239,9.21013252333511,0.46068888967691707,0.00011216439140976001,0.11959384537927302,0.00703202937919643,0.11959384537927302,WBGene00009394,clec-63
916,917,F13B10.2a.1,0.0025064443137012603,0.0577903512809004,1.29799492987653,0.42943528490200295,7.73848909619087,0.412726857353691,0.12035880873044501,0.0179521892087031,0.00886636303240935,0.0179521892087031,WBGene00004414,rpl-3
281,282,C42D8.2a,5.840293158309879e-05,0.00437877015057255,1.3207707066762602,0.328617581649003,12.5609546245459,0.869782234478495,5.0607124009508205e-06,0.0809870755142283,0.0436222300472583,0.0809870755142283,WBGene00006926,vit-2
341,342,M28.10,0.00011134927695191299,0.0068837946274687,1.3240938481354498,0.342636331722589,7.8873305559032,0.338312896587364,0.000422480600428094,0.0876272612618057,0.00837262013508282,0.0876272612618057,WBGene00010901,M28.10
441,442,F58E10.3a.3,0.000312415661471247,0.0149443536888837,1.34472552574998,0.373039399570755,8.42017291064088,0.7268396258405341,0.0971104165282032,-0.00816388408881163,0.00725837869587865,0.00725837869587865,WBGene00010260,ddx-17
291,292,C01B10.6d.2,6.7140809577258e-05,0.0047933051349908105,1.3584197544353602,0.34078089941207396,6.228204609871829,0.309673757482666,0.0259339022236976,0.0611648138293789,0.0222272967122347,0.0611648138293789,WBGene00015280,C01B10.6
852,853,Y49E10.18,0.00220378302008605,0.054793257548631,1.38767550349375,0.453296177326231,5.1761365390907095,0.826695890270904,0.00689337137709467,0.147214696906835,0.0469519328949337,0.147214696906835,WBGene00013037,Y49E10.18
536,537,C06B3.6.1,0.0005474033502525191,0.0215526052781918,1.3996683153673402,0.40494750371617494,7.33664422600814,0.29212259160319104,0.000764557026332425,0.122222303548139,0.010671359187234003,0.122222303548139,WBGene00007365,C06B3.6
724,725,C04F6.1,0.00139937306728081,0.0408095789814044,1.45047259362708,0.45401324728453296,12.6494356467255,0.5869789826163481,4.26580554747955e-06,0.15459175572683803,0.0468834723769845,0.15459175572683803,WBGene00006929,vit-5
222,223,Y38H6C.1a.2,2.34143076779322e-05,0.00221994935979605,1.4583926404959398,0.344809090363644,8.62867193785559,1.30732268118087,0.000703502775569427,0.0884664788224835,0.007046450196434209,0.0884664788224835,WBGene00012615,dct-16
526,527,Y69H2.2,0.000528024762153267,0.0211841129909042,1.51363238267053,0.436693409908087,3.90873036445615,1.27974049059057,0.0354348250316094,0.0663940745691937,0.10759102566125502,0.10759102566125502,WBGene00013480,egas-3
675,676,K08B5.2,0.00115770345331181,0.036209059339306994,1.52029716157642,0.467913167135024,4.39375762805161,0.582845040362525,0.0155974721643395,0.14860957681940698,0.0769199542487154,0.14860957681940698,WBGene00019519,K08B5.2
737,738,C07B5.5,0.0014615661559334802,0.0418158230512876,1.52844330311728,0.48030899186679,7.603036102896169,0.46337127871043504,0.000528818210426521,0.172493727540643,0.00939522180438661,0.172493727540643,WBGene00003828,nuc-1
69,70,Y54G2A.3a,2.05152187816014e-07,6.19647529570568e-05,1.59580064251382,0.307203313918847,6.44388654274385,0.530934531136337,0.0087439274004199,0.0620364796616215,0.0190795049760056,0.0620364796616215,WBGene00021869,Y54G2A.3
633,634,C29F4.2,0.000934752406812859,0.0311235750192823,1.59863696379416,0.48305031317980496,4.44392848755894,0.580983032792436,0.0158996347479424,0.15910356904938902,0.0743203106423349,0.15910356904938902,WBGene00007808,best-7
213,214,Y50D4B.3,2.0319058354183603e-05,0.00200750397561917,1.63182520321257,0.382935699215527,4.758375735142621,1.10521002268479,0.0131794240968833,0.09680038820338,0.0606456612942539,0.09680038820338,WBGene00021742,Y50D4B.3
108,109,Y39B6A.24,1.0941763384299998e-06,0.000212240094710326,1.63857993614457,0.336194975315983,5.41676044008216,0.6920448468473239,0.00572105888652855,0.0790492371842573,0.0402524932877804,0.0790492371842573,WBGene00012683,asp-17
265,266,T08B1.6,4.43007386933104e-05,0.0035212425495964703,1.6467045533007898,0.40322620915102003,4.70614144519517,0.47405702994649107,0.009520696249036979,0.11242283556069,0.0626567627425132,0.11242283556069,WBGene00020343,acs-3
948,949,F42A10.6,0.0026862041471409697,0.0598465903930469,1.73522602095559,0.5781124921522199,5.79392873889318,1.02559392399114,0.00438548609877189,0.246275054088067,0.0307782742154779,0.246275054088067,WBGene00018342,F42A10.6
101,102,W07G4.5,8.51332200731567e-07,0.00017646781098105402,1.7807144596418998,0.36169737727395296,6.4123063865654,0.359584442378716,0.00181428476760774,0.0963044597775342,0.0194947283771898,0.0963044597775342,WBGene00012339,W07G4.5
280,281,C06B3.3,5.79893407024465e-05,0.00436323356039796,1.84985147107784,0.46006516045956397,6.74529930995748,1.39030318989024,0.0020022661460592198,0.15674269775545402,0.0155000587570333,0.15674269775545402,WBGene00007362,cyp-35C1
800,801,T05E7.1,0.00185146588814282,0.0488708405405788,1.9830776120060398,0.637014914139583,3.53801799450063,2.40803411585155,0.0569923007919869,0.24734869983520802,0.139998286069505,0.24734869983520802,WBGene00020258,T05E7.1
777,778,F49F1.1,0.00172722569891752,0.0469392454398627,2.17161597653865,0.69302742499153,5.20623123980397,0.932491177426568,0.00896079633912681,0.351254462503666,0.0460818336985605,0.351254462503666,WBGene00018643,F49F1.1
130,131,H29C22.1,2.79421017940099e-06,0.000445907902857531,2.18620920354857,0.466600868041963,5.37379791340644,1.53503296433343,0.00637983156160181,0.15690744598153303,0.0414113089981193,0.15690744598153303,WBGene00045261,H29C22.1
1187,1188,F59D8.2,0.004741672812995421,0.0843882056272409,2.2474088383497204,0.7958024585884291,10.7179916939265,3.75099783578748,0.000462907232654976,0.474513257588886,0.011774849335609,0.474513257588886,WBGene00006928,vit-4
350,351,ZK673.1b,0.00012134442426658799,0.00730935943666228,2.32724777180909,0.605518917172425,3.7653281304990696,1.03433927058945,0.0520978449915126,0.222892024298737,0.118915290992998,0.222892024298737,WBGene00014057,ZK673.1
1120,1121,F41E6.4c,0.00411090194203014,0.0773896560724552,2.5622180615842503,0.892907012869841,5.42665214756312,1.0440891634059701,0.15972483271229998,0.43823736751180603,0.0399875070958991,0.43823736751180603,WBGene00018285,smk-1
1044,1045,C01B10.6a,0.0035537945678597,0.0718705253965418,3.5011826483621604,1.2009800394655,6.54595785261604,2.18472528978524,0.946334717204127,0.13543007419179198,0.0178035634565584,0.13543007419179198,WBGene00015280,C01B10.6
1041,1042,F53E10.2a,0.00349937824374786,0.0710051383949722,3.83489716888964,1.3132834795041899,2.2273610116786,2.1780714798806997,0.900582876031467,-0.243385647577838,0.392952247122499,0.392952247122499,WBGene00000056,acr-17
958,959,R07E4.1a,0.00276704728223744,0.06100744739796,3.9904393334986903,1.33348115803972,2.13529617707243,3.10011911518506,0.9102335762925029,-0.7061739597032621,0.42339542284271797,0.42339542284271797,WBGene00019935,R07E4.1
941,942,T12G3.2b.1,0.0026348575164341303,0.0591388455095188,4.12308435109867,1.37097599379846,2.9990669073336202,4.146442336577509,1.1975124173370801,-0.551465074116845,0.212168964341664,0.212168964341664,WBGene00011738,T12G3.2
595,596,C48B4.3.2,0.000784929372904889,0.0278739525602175,4.3225334612762705,1.2872133443526201,1.4371210561493897,2.5903167164457597,0.49601165708660705,0.43976016778428995,0.746676988322984,0.746676988322984,WBGene00008168,C48B4.3
994,995,T28H11.8.1,0.0031169012960494302,0.0662318031179629,4.32467615565995,1.46303247272266,1.56187994418098,2.8608442585022598,0.9305442578029731,0.173491750500437,0.6748037543777611,0.6748037543777611,WBGene00020906,T28H11.8
629,630,R09A8.3.2,0.0009025427030423769,0.0302416170688193,4.674946624044019,1.40842764874581,4.2562598153718,8.97508287152368,1.40308675727015,-0.198460349593064,0.0846645740435951,0.0846645740435951,WBGene00006493,tag-147
168,169,F41H10.7b.2,7.60376782173625e-06,0.0009491409664933551,5.23367574963243,1.16926285741152,3.55343082281138,7.12651974147644,0.88695617559361,-0.36566197633110203,0.13842554669799698,0.13842554669799698,WBGene00001243,elo-5
343,344,T01G9.6b.1,0.000116044231900685,0.00713233486940748,5.29106272998449,1.37275603383909,4.43467407194337,10.7161157012116,1.33855481248827,-0.5610946763747111,0.0747895338429514,0.0747895338429514,WBGene00002196,kin-10
446,447,F56H11.4b.2,0.000321646795808201,0.0152138214849503,6.3066587215359995,1.7532075937882199,5.437320895825519,8.70860854506081,0.563405254550897,1.7418973956366202,0.0397024245447944,1.7418973956366202,WBGene00001239,elo-1
834,835,Y57G11C.3b,0.00208529373995403,0.0528016353818541,8.3789625066876,2.7223800503505897,2.45406916303617,11.3544940474966,1.4721838530648799,4.0863310008453,0.32727841330436497,4.0863310008453,WBGene00013301,Y57G11C.3
389,390,T26E3.3a.2,0.00019810608670456102,0.0107398897210116,8.38681436611658,2.25366007667485,3.1465202016998304,8.01018805884174,3.6202820490827996,-1.40949866153144,0.188955756815755,0.188955756815755,WBGene00003921,par-6
