,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
89,90,C45B11.6,2.06251219447906e-08,4.84529948087453e-06,2.9882233673278202,0.532976090559965,2.26116509963729,3.85055072872983,0.0437475702559055,0.0865273482868521,0.38234769940697105,0.38234769940697105,WBGene00045379,C45B11.6
690,691,C01G6.1b.2,0.000373762629246704,0.0114362710132606,3.0242982001399303,0.8500118076277401,3.0518097063530396,3.84110170543829,0.654390994865708,0.42938911479416,0.203542470727573,0.42938911479416,WBGene00000170,aqp-2
1069,1070,Y38F1A.5.2,0.00152730026376057,0.030179167735224,3.0997581584264,0.978012723348854,2.28865287341021,2.2866007098582797,1.06082047546848,-0.315092115831537,0.373942855079886,0.373942855079886,WBGene00000870,cyd-1
137,138,C41G6.13,3.40812736624005e-07,5.18403143197219e-05,3.1264404888306006,0.6131050802692621,3.2671605004932003,5.41802681874333,0.0561266283333717,0.507720130844595,0.171931912357951,0.507720130844595,WBGene00008059,C41G6.13
138,139,Y75B12B.8,3.40812736624005e-07,5.18403143197219e-05,3.1264404888306006,0.6131050802692621,3.2671605004932003,5.41802681874333,0.0561266283333717,0.507720130844595,0.171931912357951,0.507720130844595,WBGene00013570,Y75B12B.8
915,916,C50H2.3a,0.0008928912483371471,0.0206096066196423,3.13976141562805,0.94506587452382,1.8327236009251398,2.6258399526726697,0.248953310559225,1.09077095022498,0.541435734555194,1.09077095022498,WBGene00003173,mec-9
1407,1408,F57F10.1c,0.0035235754904210702,0.0529111907627647,3.1922614466017203,1.09401381841595,2.6939366979739203,3.01690755668723,1.5251452013859201,0.0261593733772001,0.27015415094165,0.27015415094165,WBGene00019018,abts-3
1377,1378,Y52B11A.3b.2,0.00335274818991949,0.05144205731456299,3.22424007746404,1.0991488765191,1.47757908071596,3.82172212799965,1.08960833022954,0.08577785670646401,0.722584048900265,0.722584048900265,WBGene00013123,Y52B11A.3
416,417,C05G5.5a,5.06815863328895e-05,0.00256969011951147,3.3337564853231503,0.822649780098376,2.4920594249619703,2.6600257611336002,0.376727193611617,0.6384017974322429,0.317448684176847,0.6384017974322429,WBGene00007351,C05G5.5
1899,1900,F11C1.6b.1,0.00821273295825985,0.0913904278613094,3.39690003258532,1.28514845048129,2.26236681795931,3.78074813571411,2.09543361041808,-1.97161547186324,0.381976199243597,0.381976199243597,WBGene00003623,nhr-25
1351,1352,Y71F9AL.13b.1,0.0031511805216966,0.0492982419644392,3.51069027475565,1.18901973460932,1.07585752325416,2.55856861577255,1.12125046276114,-0.578407100822657,0.999401431174479,0.999401431174479,WBGene00004412,rpl-1
1966,1967,T21E8.1b.1,0.00903854237158696,0.0971539915416691,3.55240486514315,1.36076555272879,2.41349625379133,5.122553516498059,2.43939527633866,0.322505211260554,0.33812905790127,0.33812905790127,WBGene00004000,pgp-6
1763,1764,ZK783.1g,0.00671724496660528,0.0805117405492831,3.74898479957298,1.38311035802017,2.47423816777497,5.52934536550761,2.28112826181495,0.588363131879066,0.32202075289129806,0.588363131879066,WBGene00022816,fbn-1
451,452,R02F2.1b.2,7.13386331773964e-05,0.00333206710021469,4.09997606327637,1.03227763606676,3.3982213412705,7.56359713228315,1.4430032140978999,-0.45595790825580107,0.15539246278747,0.15539246278747,WBGene00019831,R02F2.1
561,562,F54B11.3b,0.000162877602261112,0.00610624677064687,4.100282662027681,1.08744482097142,2.59206119552143,4.33947857157161,1.4807811867060399,-0.9596798548372639,0.293023171280305,0.293023171280305,WBGene00006816,unc-84
460,461,F27E11.3b,7.779301693406371e-05,0.0035524357603389,4.20572412533741,1.06444403036528,1.85931011958302,4.64512949443346,1.1697102869534,0.199894363951904,0.529851353717008,0.529851353717008,WBGene00000478,cfz-2
687,688,F29C4.8c,0.00036795991498298196,0.0113187017133123,4.43060071123375,1.2438319267670301,2.2485350981632797,4.645862000629309,1.93440198682745,-0.8018131064944971,0.386274806240025,0.386274806240025,WBGene00000674,col-99
696,697,F45E10.1a,0.000383122427966271,0.0116217467639754,4.53704758583624,1.27752166014967,3.1374962478257102,7.027950153378461,1.87811209016541,0.5699802980619599,0.19029750019134198,0.5699802980619599,WBGene00006788,unc-53
712,713,M01A10.2d,0.000405801947917631,0.0120390849364669,4.61599098013309,1.30532337622396,2.35352951857572,5.655552821858819,1.9965592850328502,0.559244389742208,0.354861059583678,0.559244389742208,WBGene00006594,tom-1
501,502,T16H12.11.2,0.000115223069728324,0.00485291108220311,4.685920983590361,1.21520545017175,2.4979452030124905,5.699820136750259,1.8914838685025803,0.323602560688096,0.31595365022198496,0.323602560688096,WBGene00011819,hal-2
448,449,F54E2.3i,7.02119994832053e-05,0.00330621894225704,5.1872067162506,1.3047718020560901,4.77919876344746,6.551663526082571,1.6536576465583601,0.899986536602703,0.0598674392830159,0.899986536602703,WBGene00004130,ketn-1
28,29,F13B10.2c,1.5080935119844e-13,1.09950417668573e-10,7.20651544918776,0.9756409089361191,3.79140286372882,9.05370501929223,1.31105688762421,-0.42494511422596903,0.11675588716033398,0.11675588716033398,WBGene00004414,rpl-3
